"Full Name of the Session Holder of the Session","Day of Week","Session's Session Start","Session's Session End","Appointment Date","Appointment Time","Slot Type","Slot Duration","Availability","DNA","Booked Time to Slot Time","Arrive Time to Send In Time","Slot Time to Send In Time","Slot Time to Arrive Time","Consultation Time","",
"","","","","","09:00","Book on the Day","15","Booked","Attended","17311","20","14","-5","9","1",
"","","","","","09:15","Prebookable","15","Booked","Attended","15531","7","10","2","12","1",
"","","","","","09:30","Prebookable","30","Booked","Attended","18725","13","8","-4","19","1",
"","","","","","10:00","Vaccine Clinic","15","Booked","Attended","25546","18","-1","-19","14","1",
"","","","","","10:15","Coffee Break","15","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","10:30","Smear","15","Booked","Attended","20180","14","6","-7","13","1",
"","","","","","10:45","Diabetes review","30","Booked","Attended","19908","15","17","1","11","1",
"","","","","","11:15","Asthma Reviews due","45","Booked","Attended","19940","26","-1","-27","40","1",
"","","","","","12:00","Vaccine Clinic","15","Booked","Attended","20182","1","-5","-7","13","1",
"","","","","","12:15","Admin","15","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","12:30","Lunch Break","30","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","13:00","Meeting","60","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","14:00","Prebookable","30","Booked","Did Not Attend","26210","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","14:30","Coffee Break","15","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","14:45","Prebookable","12","Available","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","14:57","Prebookable","11","Available","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","15:08","Admin","22","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","15:30","Admin","15","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","15:45","Admin","15","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","16-Sep-2025","16-Sep-2025","16-Sep-2025","08:30","Asthma Reviews due","30","Booked","Attended","21517","16","10","-6","20","1",
"","","","","","","Comment","30","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","09:00","Asthma Reviews due","30","Booked","Attended","27215","6","3","-3","19","1",
"","","","","","09:30","Prebookable","15","Booked","Attended","28422","15","0","-16","10","1",
"","","","","","09:45","Smear","30","Booked","Did Not Attend","35905","Unknown","Unknown","9","Unknown","1",
"","","","","","10:15","Coffee Break","15","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","10:30","Baby Imms","15","Booked","Did Not Attend","21652","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","10:45","Baby Imms","15","Booked","Attended","21667","12","-13","-25","4","1",
"","","","","","11:00","Vaccine Clinic","15","Booked","Attended","8693","5","-15","-20","8","1",
"","","","","","11:15","Admin","15","Blocked","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","11:30","Lunch Break","30","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","12:00","CPD or Training","60","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","13:00","Meeting","60","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","14:00","Baby Imms","15","Available","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","14:15","Baby Imms","15","Blocked","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","14:30","Coffee Break","15","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","14:45","Baby Imms","15","Available","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","15:00","Baby Imms","15","Booked","Attended","15787","3","-2","-6","6","1",
"","","","","","15:15","Baby Imms","15","Booked","Attended","21920","4","-6","-11","5","1",
"","","","","","15:30","Baby Imms","15","Booked","Attended","21934","4","-8","-12","5","1",
"","","","","","15:45","Admin","15","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","23-Sep-2025","23-Sep-2025","23-Sep-2025","08:30","Comment","15","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","","Smear","15","Booked","Did Not Attend","26709","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","08:45","Prebookable","15","Booked","Attended","20171","22","-9","-32","12","1",
"","","","","","09:00","Comment","30","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","","Prebookable","30","Booked","Attended","25498","6","-5","-12","16","1",
"","","","","","09:30","Smear","15","Booked","Attended","15884","5","0","-4","11","1",
"","","","","","09:45","Wound Check","15","Booked","Attended","1242","5","-2","-7","19","1",
"","","","","","10:00","Smear","15","Booked","Attended","15502","1","2","1","16","1",
"","","","","","10:15","Coffee Break","15","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","10:30","ANNUAL REVIEW MULTIPLE","45","Booked","Attended","18708","12","3","-9","41","1",
"","","","","","11:15","ANNUAL REVIEW MULTIPLE","45","Booked","Attended","18892","3","2","-1","31","1",
"","","","","","","Comment","45","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","12:00","Vaccine Clinic","15","Booked","Attended","11612","8","2","-6","7","1",
"","","","","","12:15","Admin","15","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","12:30","Lunch Break","30","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","13:00","Comment","60","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","","Meeting","60","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","14:00","Smear","15","Booked","Did Not Attend","21082","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","14:15","Smear","15","Booked","Did Not Attend","17623","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","14:30","Coffee Break","15","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","14:45","CHD review","45","Booked","Attended","36017","4","-1","-5","26","1",
"","","","","","15:30","Admin","15","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","15:45","Admin","15","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","30-Sep-2025","30-Sep-2025","30-Sep-2025","08:30","Smear","15","Booked","Did Not Attend","15806","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","08:45","Smear","15","Booked","Attended","18320","27","-12","-39","14","1",
"","","","","","09:00","Coffee Break","12","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","09:12","Prebookable","11","Booked","Did Not Attend","10084","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","09:23","Asthma Reviews due","37","Booked","Attended","17113","6","2","-3","27","1",
"","","","","","10:00","Smear","15","Booked","Attended","41514","4","1","-2","10","1",
"","","","","","10:15","Baby Imms","15","Booked","Attended","25639","0","12","6","5","1",
"","","","","","","","","","","","","","12","5","1",
"","","","","","10:30","Baby Imms","15","Booked","Attended","25654","9","6","-2","7","1",
"","","","","","10:45","Baby Imms","15","Booked","Did Not Attend","25668","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","","Comment","15","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","11:00","Baby Imms","15","Booked","Did Not Attend","25682","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","11:15","Baby Imms","15","Blocked","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","11:30","Baby Imms","15","Booked","Attended","25712","3","-8","-11","7","1",
"","","","","","","Comment","15","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","11:45","Baby Imms","15","Blocked","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","12:00","Baby Imms","15","Booked","Did Not Attend","25739","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","","Comment","15","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","12:15","Admin","15","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","12:30","Lunch Break","30","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","13:00","Meeting","60","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","14:00","Baby Imms","15","Booked","Attended","25858","3","4","0","4","1",
"","","","","","14:15","Baby Imms","15","Booked","Attended","25872","7","-4","-11","4","1",
"","","","","","14:30","Coffee Break","15","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","14:45","Baby Imms","15","Booked","Did Not Attend","25902","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","15:00","Baby Imms","15","Booked","Attended","25916","3","4","0","4","1",
"","","","","","","Comment","15","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","15:15","Baby Imms","15","Booked","Attended","31884","9","-2","-12","6","1",
"","","","","","15:30","Wound Check","15","Booked","Attended","8605","5","3","-1","18","1",
"","","","","","15:45","Admin","15","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","07-Oct-2025","07-Oct-2025","07-Oct-2025","08:30","Smear","15","Booked","Did Not Attend","10043","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","08:45","Smear","15","Available","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","09:00","Smear","15","Booked","Attended","8325","3","-2","-5","12","1",
"","","","","","09:15","RSV Vaccine","15","Booked","Attended","9945","28","-4","-32","4","1",
"","","","","","09:30","Prebookable","15","Booked","Attended","9974","1","-8","-10","9","1",
"","","","","","09:45","Prebookable","15","Booked","Attended","8619","6","0","-5","17","1",
"","","","","","10:00","Smear","15","Booked","Attended","8385","17","4","-13","9","1",
"","","","","","10:15","Coffee Break","15","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","10:30","ANNUAL REVIEW MULTIPLE","45","Booked","Attended","9789","21","6","-14","29","1",
"","","","","","11:15","ANNUAL REVIEW MULTIPLE","45","Booked","Attended","11207","5","0","-6","28","1",
"","","","","","12:00","Smear","15","Booked","Attended","125","1","-7","-9","17","1",
"","","","","","12:15","Admin","15","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","12:30","Lunch Break","30","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","13:00","Comment","30","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","","Meeting","30","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","13:30","Wound Check","30","Booked","Attended","212","8","1","-6","18","1",
"","","","","","14:00","ZOLADEX HORMONE INJECTION","15","Booked","Attended","281","2","-2","-4","13","1",
"","","","","","14:15","F2F  Double appt","15","Available","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","14:30","Coffee Break","15","Other Unavailable","Attended","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","14:45","ANNUAL REVIEW MULTIPLE","45","Booked","Attended","10263","14","-1","-16","27","1",
"","","","","","15:30","Prebookable","30","Booked","Attended","1707","9","-3","-12","21","1",
"","","14-Oct-2025","14-Oct-2025","14-Oct-2025","08:30","Vaccine Clinic","15","Booked","2","25806","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","08:45","Wound Check","15","Booked","2","15656","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","09:00","ANNUAL REVIEW MULTIPLE","45","Booked","2","25971","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","09:45","Coffee Break","15","Other Unavailable","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","10:00","Baby Imms","15","Booked","2","27436","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","10:15","Baby Imms","15","Booked","2","16941","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","10:30","Baby Imms","15","Booked","2","27465","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","10:45","Baby Imms","15","Booked","2","15492","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","11:00","Baby Imms","15","Booked","2","27494","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","11:15","Baby Imms","15","Booked","2","27508","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","11:30","Baby Imms","15","Booked","2","27522","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","11:45","Baby Imms","15","Booked","2","27537","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","12:00","Baby Imms","15","Booked","2","27550","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","12:15","B12","15","Booked","2","20001","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","12:30","Lunch Break","30","Other Unavailable","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","13:00","Meeting","60","Other Unavailable","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","14:00","CPD or Training","30","Blocked","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","14:30","Coffee Break","15","Other Unavailable","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","14:45","CPD or Training","30","Blocked","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","15:15","Baby Imms","15","Booked","2","27743","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","15:30","Baby Imms","15","Booked","2","27757","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","15:45","Admin","15","Other Unavailable","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","21-Oct-2025","21-Oct-2025","21-Oct-2025","08:30","Prebookable","15","Booked","2","21598","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","08:45","Smear","15","Available","2","Unknown","Unknown","Unknown","Unknown","Unknown","1",
"","","","","","09:00","Blood Clinic","15","Booked","2","31200","Unknown","Unknown","Unknown","Unknown","1",
